0.00938065	-0.000165499	
0.312848	0.00153216	
0.616316	0.00322983	
0.919784	0.00492749	
1.22325	0.00662516	
1.52672	0.00832282	
1.83019	0.0100205	
2.13366	0.0117182	
2.43712	0.0134158	
2.74059	0.0151135	
3.04406	0.0168111	
3.34753	0.0185088	
3.65099	0.0202065	
3.95446	0.0219041	
4.25793	0.0236018	
4.5614	0.0252995	
4.86487	0.0269971	
5.16833	0.0286948	
5.4718	0.0303925	
5.77527	0.0320901	
6.07874	0.0337878	
6.20438	0.0419667	
6.33002	0.0501027	
6.45566	0.0581957	
6.5813	0.0662456	
6.70694	0.0742526	
6.83258	0.0822165	
6.95822	0.0901375	
7.08386	0.0980154	
7.2095	0.10585	
7.33514	0.113642	
7.46078	0.121391	
7.58642	0.129097	
7.71206	0.13676	
7.8377	0.14438	
7.96334	0.151957	
8.08898	0.159491	
8.21462	0.166982	
8.34026	0.17443	
8.4659	0.181835	
8.59154	0.189197	
8.71812	0.196094	
8.8447	0.202997	
8.97127	0.209906	
9.09785	0.216823	
9.22442	0.223745	
9.351	0.230675	
9.47757	0.23761	
9.60415	0.244553	
9.73072	0.251502	
9.8573	0.258457	
9.98387	0.265419	
10.1104	0.272387	
10.237	0.279362	
10.3636	0.286344	
10.4902	0.293332	
10.6167	0.300327	
10.7433	0.307328	
10.8699	0.314335	
10.9965	0.32135	
11.123	0.32837	
11.2475	0.33512	
11.3719	0.341892	
11.4964	0.348688	
11.6208	0.355506	
11.7453	0.362348	
11.8697	0.369213	
11.9942	0.376102	
12.1186	0.383013	
12.2431	0.389947	
12.3675	0.396905	
12.492	0.403886	
12.6164	0.41089	
12.7409	0.417917	
12.8653	0.424967	
12.9898	0.43204	
13.1142	0.439137	
13.2387	0.446256	
13.3631	0.453399	
13.4876	0.460565	
0.00938065	-0.000165499	
0.312848	0.00153216	
0.616316	0.00322983	
0.919784	0.00492749	
1.22325	0.00662516	
1.52672	0.00832282	
1.83019	0.0100205	
2.13366	0.0117182	
2.43712	0.0134158	
2.74059	0.0151135	
3.04406	0.0168111	
3.34753	0.0185088	
3.65099	0.0202065	
3.95446	0.0219041	
4.25793	0.0236018	
4.5614	0.0252995	
4.86487	0.0269971	
5.16833	0.0286948	
5.4718	0.0303925	
5.77527	0.0320901	
6.07874	0.0337878	
6.20438	0.0419667	
6.33002	0.0501027	
6.45566	0.0581957	
6.5813	0.0662456	
6.70694	0.0742526	
6.83258	0.0822165	
6.95822	0.0901375	
7.08386	0.0980154	
7.2095	0.10585	
7.33514	0.113642	
7.46078	0.121391	
7.58642	0.129097	
7.71206	0.13676	
7.8377	0.14438	
7.96334	0.151957	
8.08898	0.159491	
8.21462	0.166982	
8.34026	0.17443	
8.4659	0.181835	
8.59154	0.189197	
8.71812	0.196094	
8.8447	0.202997	
8.97127	0.209906	
9.09785	0.216823	
9.22442	0.223745	
9.351	0.230675	
9.47757	0.23761	
9.60415	0.244553	
9.73072	0.251502	
9.8573	0.258457	
9.98387	0.265419	
10.1104	0.272387	
10.237	0.279362	
10.3636	0.286344	
10.4902	0.293332	
10.6167	0.300327	
10.7433	0.307328	
10.8699	0.314335	
10.9965	0.32135	
11.123	0.32837	
11.2475	0.33512	
11.3719	0.341892	
11.4964	0.348688	
11.6208	0.355506	
11.7453	0.362348	
11.8697	0.369213	
11.9942	0.376102	
12.1186	0.383013	
12.2431	0.389947	
12.3675	0.396905	
12.492	0.403886	
12.6164	0.41089	
12.7409	0.417917	
12.8653	0.424967	
12.9898	0.43204	
13.1142	0.439137	
13.2387	0.446256	
13.3631	0.453399	
13.4876	0.460565	
0.00938065	-0.0001655	
0.312848	0.00153216	
0.616316	0.00322983	
0.919784	0.00492749	
1.22325	0.00662516	
1.52672	0.00832282	
1.83019	0.0100205	
2.13366	0.0117182	
2.43712	0.0134158	
2.74059	0.0151135	
3.04406	0.0168111	
3.34753	0.0185088	
3.65099	0.0202065	
3.95446	0.0219041	
4.25793	0.0236018	
4.5614	0.0252995	
4.86487	0.0269971	
5.16833	0.0286948	
5.4718	0.0303925	
5.77527	0.0320901	
6.07874	0.0337878	
6.20432	0.041896	
6.3299	0.0499595	
6.45548	0.0579783	
6.58106	0.0659523	
6.70665	0.0738817	
6.83223	0.0817662	
6.95781	0.0896061	
7.08339	0.0974013	
7.20897	0.105152	
7.33456	0.112857	
7.46014	0.120518	
7.58572	0.128135	
7.7113	0.135706	
7.83689	0.143233	
7.96247	0.150715	
8.08805	0.158152	
8.21363	0.165545	
8.33921	0.172893	
8.4648	0.180196	
8.59038	0.187454	
8.71712	0.194128	
8.84386	0.20082	
8.9706	0.207531	
9.09735	0.21426	
9.22409	0.221007	
9.35083	0.227772	
9.47757	0.234555	
9.60431	0.241357	
9.73106	0.248177	
9.8578	0.255015	
9.98454	0.261872	
10.1113	0.268746	
10.238	0.275639	
10.3648	0.282551	
10.4915	0.28948	
10.6183	0.296428	
10.745	0.303394	
10.8717	0.310378	
10.9985	0.31738	
11.1252	0.324401	
11.2498	0.331337	
11.3744	0.338288	
11.499	0.345255	
11.6235	0.352238	
11.7481	0.359237	
11.8727	0.366252	
11.9973	0.373283	
12.1219	0.380329	
12.2464	0.387392	
12.371	0.39447	
12.4956	0.401564	
12.6202	0.408674	
12.7447	0.4158	
12.8693	0.422941	
12.9939	0.430099	
13.1185	0.437272	
13.2431	0.444462	
13.3676	0.451667	
13.4922	0.458888	
0.00938065	-0.0001655	
0.312848	0.00153216	
0.616316	0.00322983	
0.919784	0.00492749	
1.22325	0.00662516	
1.52672	0.00832282	
1.83019	0.0100205	
2.13366	0.0117182	
2.43712	0.0134158	
2.74059	0.0151135	
3.04406	0.0168111	
3.34753	0.0185088	
3.65099	0.0202065	
3.95446	0.0219041	
4.25793	0.0236018	
4.5614	0.0252995	
4.86487	0.0269971	
5.16833	0.0286948	
5.4718	0.0303925	
5.77527	0.0320901	
6.07874	0.0337878	
6.20414	0.0419815	
6.32954	0.0501214	
6.45494	0.0582073	
6.58034	0.0662393	
6.70574	0.0742174	
6.83114	0.0821416	
6.95654	0.0900119	
7.08194	0.0978283	
7.20734	0.105591	
7.33274	0.113299	
7.45814	0.120954	
7.58354	0.128555	
7.70894	0.136102	
7.83434	0.143594	
7.95974	0.151033	
8.08514	0.158419	
8.21054	0.16575	
8.33594	0.173027	
8.46134	0.18025	
8.58674	0.18742	
8.71357	0.193812	
8.8404	0.200234	
8.96723	0.206685	
9.09406	0.213166	
9.22089	0.219677	
9.34772	0.226216	
9.47456	0.232786	
9.60139	0.239385	
9.72822	0.246013	
9.85505	0.252671	
9.98188	0.259358	
10.1087	0.266075	
10.2355	0.272821	
10.3624	0.279597	
10.4892	0.286402	
10.616	0.293237	
10.7429	0.300101	
10.8697	0.306995	
10.9965	0.313918	
11.1234	0.320871	
11.248	0.32783	
11.3727	0.334807	
11.4973	0.341803	
11.6219	0.348817	
11.7466	0.355849	
11.8712	0.362899	
11.9959	0.369967	
12.1205	0.377054	
12.2452	0.384158	
12.3698	0.391281	
12.4944	0.398422	
12.6191	0.405582	
12.7437	0.412759	
12.8684	0.419955	
12.993	0.427169	
13.1177	0.434401	
13.2423	0.441651	
13.3669	0.448919	
13.4916	0.456206	
0.00938065	-0.0001655	
0.312848	0.00153216	
0.616316	0.00322983	
0.919784	0.00492749	
1.22325	0.00662516	
1.52672	0.00832282	
1.83019	0.0100205	
2.13366	0.0117182	
2.43712	0.0134158	
2.74059	0.0151135	
3.04406	0.0168111	
3.34753	0.0185088	
3.65099	0.0202065	
3.95446	0.0219041	
4.25793	0.0236018	
4.5614	0.0252995	
4.86487	0.0269971	
5.16833	0.0286948	
5.4718	0.0303925	
5.77527	0.0320901	
6.07874	0.0337878	
6.20428	0.0418816	
6.32983	0.0499276	
6.45537	0.0579256	
6.58092	0.0658758	
6.70646	0.0737781	
6.83201	0.0816324	
6.95755	0.0894389	
7.0831	0.0971975	
7.20864	0.104908	
7.33419	0.112571	
7.45973	0.120186	
7.58528	0.127753	
7.71082	0.135272	
7.83637	0.142743	
7.96191	0.150167	
8.08746	0.157542	
8.213	0.16487	
8.33855	0.17215	
8.46409	0.179381	
8.58964	0.186565	
8.71656	0.193066	
8.84347	0.199592	
8.97039	0.206145	
9.09731	0.212723	
9.22423	0.219328	
9.35114	0.225959	
9.47806	0.232616	
9.60498	0.2393	
9.7319	0.246009	
9.85881	0.252745	
9.98573	0.259507	
10.1126	0.266295	
10.2396	0.273109	
10.3665	0.27995	
10.4934	0.286816	
10.6203	0.293709	
10.7472	0.300628	
10.8742	0.307573	
11.0011	0.314544	
11.128	0.321541	
11.2526	0.328532	
11.3772	0.335538	
11.5018	0.342559	
11.6263	0.349595	
11.7509	0.356646	
11.8755	0.363712	
12.0001	0.370793	
12.1247	0.377889	
12.2493	0.385001	
12.3739	0.392127	
12.4985	0.399269	
12.6231	0.406425	
12.7476	0.413597	
12.8722	0.420784	
12.9968	0.427986	
13.1214	0.435203	
13.246	0.442435	
13.3706	0.449682	
13.4952	0.456944	
0.00938065	-0.0001655	
0.312848	0.00153216	
0.616316	0.00322983	
0.919784	0.00492749	
1.22325	0.00662516	
1.52672	0.00832282	
1.83019	0.0100205	
2.13366	0.0117182	
2.43712	0.0134158	
2.74059	0.0151135	
3.04406	0.0168111	
3.34753	0.0185088	
3.65099	0.0202065	
3.95446	0.0219041	
4.25793	0.0236018	
4.5614	0.0252995	
4.86487	0.0269971	
5.16833	0.0286948	
